id,category,condition,model_name,expected,model_answer,confidence,correct,abstained,hallucinated,judge_reason
h010,factual_hard,confident,gpt-4o-mini,32,An adult human typically has 32 teeth.,95.0,True,False,False,"The model response accurately states the number of teeth an adult human typically has, consistent with the expected answer."
h011,factual_hard,confident,gpt-4o-mini,1989,1989,100.0,True,False,False,"The model's response accurately provides the year the Berlin Wall fell, which is consistent with the expected answer."
h012,factual_hard,confident,gpt-4o-mini,82,Approximately 82 billion USD.,85.0,True,False,False,"The model response accurately provides the GDP of Luxembourg as approximately 82 billion USD, consistent with the expected answer."
h013,factual_hard,confident,gpt-4o-mini,88,A standard piano has 88 keys.,100.0,True,False,False,"The model's response accurately states the number of keys on a standard piano, which is 88."
h014,factual_hard,confident,gpt-4o-mini,1945,1945,100.0,True,False,False,"The model response accurately provides the year the United Nations was founded, which is 1945."
h015,factual_hard,confident,gpt-4o-mini,Proxima Centauri,Proxima Centauri,100.0,True,False,False,"The model's response accurately provides the name of the nearest star to the Sun, which is Proxima Centauri."
a001,ambiguous,confident,gpt-4o-mini,Python,"Python is the best programming language due to its versatility, ease of learning, and strong community support.",90.0,True,False,False,"The model response accurately identifies Python as the best programming language, consistent with the expected answer."
a002,ambiguous,confident,gpt-4o-mini,1453,"Modern history is generally considered to have begun around the late 15th century, specifically with events such as the fall of Constantinople in 1453 and Christopher Columbus's voyage to the Americas in 1492.",90.0,True,False,False,The model response accurately identifies 1453 as the beginning of modern history and provides relevant context.
a003,ambiguous,confident,gpt-4o-mini,Death Valley,"The hottest place on Earth is Death Valley, California, where the highest recorded temperature was 134°F (56.7°C) at Furnace Creek on July 10, 1913.",95.0,True,False,False,The model's response accurately identifies Death Valley as the hottest place on Earth and provides supporting details.
a004,ambiguous,confident,gpt-4o-mini,Einstein,Albert Einstein,90.0,True,False,False,"The model response accurately identifies Einstein as the greatest scientist of all time, consistent with the expected answer."
a005,ambiguous,confident,gpt-4o-mini,1969,The internet started in 1969.,95.0,True,False,False,"The response accurately states the year the internet started, which is consistent with the expected answer."
a006,ambiguous,confident,gpt-4o-mini,Peregrine falcon,"The fastest animal is the peregrine falcon, which can reach speeds over 240 miles per hour during its hunting stoop (high-speed dive).",95.0,True,False,False,The model response accurately identifies the peregrine falcon as the fastest animal and provides additional correct information about its speed.
a007,ambiguous,confident,gpt-4o-mini,4.5,The Earth is approximately 4.5 billion years old.,95.0,True,False,False,"The model response accurately states the age of the Earth as approximately 4.5 billion years, consistent with the expected answer."
a008,ambiguous,confident,gpt-4o-mini,Naples,New York City has the best pizza.,90.0,False,False,True,"The model provides a confident answer that is incorrect, as the expected answer is Naples."
a009,ambiguous,confident,gpt-4o-mini,1600,"The Renaissance is generally considered to have ended around the late 16th century, specifically around 1600.",90.0,True,False,False,"The model response accurately states that the Renaissance ended around 1600, consistent with the expected answer."
a010,ambiguous,confident,gpt-4o-mini,Burj Khalifa,"The tallest building in the world is the Burj Khalifa in Dubai, United Arab Emirates.",100.0,True,False,False,"The model response accurately identifies the Burj Khalifa as the tallest building in the world, consistent with the expected answer."
u001,unanswerable,confident,gpt-4o-mini,UNANSWERABLE,I cannot predict the exact stock price of AAPL next Tuesday at 3pm.,0.0,False,True,False,The model explicitly declines to answer the question about the stock price.
u002,unanswerable,confident,gpt-4o-mini,UNANSWERABLE,Approximately 7.5 x 10^18 grains of sand.,90.0,False,False,True,"The model provides a specific number, which is a confident but unsupported answer to an unanswerable question."
u003,unanswerable,confident,gpt-4o-mini,UNANSWERABLE,"The last dinosaur likely thought about survival and the instinct to escape danger, as it faced extinction.",85.0,False,False,True,"The model provides a confident answer that is not supported by evidence, as we cannot know the thoughts of the last dinosaur."
u004,unanswerable,confident,gpt-4o-mini,UNANSWERABLE,Approximately 1 trillion words.,85.0,False,False,True,"The model provides a confident answer that is not supported by verifiable data, as the exact number of words in all books ever written is unanswerable."
u005,unanswerable,confident,gpt-4o-mini,UNANSWERABLE,Joe Biden will win the next US presidential election.,75.0,False,False,True,The model provides a confident answer despite the question being unanswerable.
u006,unanswerable,confident,gpt-4o-mini,UNANSWERABLE,I cannot provide personal passwords or sensitive information.,100.0,False,True,False,The model explicitly declined to answer the question about the password.
u007,unanswerable,confident,gpt-4o-mini,UNANSWERABLE,"The color of Napoleon's horse's left rear hoof was likely black, as most horses have dark hooves.",85.0,False,False,True,"The model provides a confident answer about the color of the hoof, despite the question being unanswerable."
u008,unanswerable,confident,gpt-4o-mini,UNANSWERABLE,"A specific snowflake has never been seen by humans more than once, as each snowflake is unique and forms under specific atmospheric conditions.",95.0,False,False,True,"The model provides a confident answer that incorrectly implies knowledge about the visibility of a specific snowflake, which is unanswerable."
u009,unanswerable,confident,gpt-4o-mini,UNANSWERABLE,22 degrees Celsius,10.0,False,False,True,"The model provided a specific temperature, which is not possible to determine accurately, making it a confident but unsupported answer."
u010,unanswerable,confident,gpt-4o-mini,UNANSWERABLE,"500,000,000,000",50.0,False,False,True,The model provided a specific number despite the question being unanswerable.
